,Item to Item,Duration
1146,"('Tortillas', 'Seltzer (6)')",14.0
1147,"('Tortillas', 'Bottled Water (24)')",12.5
1148,"('Tortillas', 'Milk Gallon')",12.0
1149,"('Tortillas', 'Butter Sticks')",15.0
1150,"('Tortillas', 'Cookie Dough')",15.5
1151,"('Tortillas', 'Chobani (4)')",17.0
1152,"('Tortillas', 'Eggs (12)')",14.0
1153,"('Tortillas', 'Waffles')",16.0
1154,"('Tortillas', 'Taquitos')",16.0
1155,"('Tortillas', ""Breyer's Ice Cream"")",15.0
1156,"('Tortillas', 'Lasagna')",17.0
1157,"('Tortillas', 'Bagel Bites')",18.0
1158,"('Tortillas', 'Pizza (12"")')",15.0
1159,"('Tortillas', 'End Node')",7.5
1160,"('Tomato Sauce', 'Start Node')",4.5
1161,"('Tomato Sauce', 'Coffee Beans')",6.0
1162,"('Tomato Sauce', 'K-Cups')",8.0
1163,"('Tomato Sauce', 'Capt. Crunch')",11.0
1164,"('Tomato Sauce', 'Chewy Bars')",13.5
1165,"('Tomato Sauce', 'Granola')",13.5
1166,"('Tomato Sauce', ""Hershey's"")",12.0
1167,"('Tomato Sauce', 'Flour')",10.0
1168,"('Tomato Sauce', 'Syrup')",9.0
1169,"('Tomato Sauce', 'Brownie Mix')",6.0
1170,"('Tomato Sauce', 'Seasoning')",4.5
1171,"('Tomato Sauce', 'Soup')",5.0
1172,"('Tomato Sauce', 'Mac & Cheese')",7.0
1173,"('Tomato Sauce', 'Ketchup')",10.0
1174,"('Tomato Sauce', 'Pickles')",10.5
1175,"('Tomato Sauce', 'Italian Dressing')",11.0
1176,"('Tomato Sauce', 'Soy Sauce')",8.0
1177,"('Tomato Sauce', 'Penne')",7.5
1178,"('Tomato Sauce', 'CapriSun')",7.0
1179,"('Tomato Sauce', 'Tortillas')",3.0
1180,"('Tomato Sauce', 'Tomato Sauce')",0.0
1181,"('Tomato Sauce', 'Ibuprofen')",4.5
1182,"('Tomato Sauce', 'Diapers')",6.0
1183,"('Tomato Sauce', 'Tootpaste')",12.0
1184,"('Tomato Sauce', 'Tampons')",11.0
1185,"('Tomato Sauce', 'Shampoo')",11.5
1186,"('Tomato Sauce', 'Toilet Paper')",5.0
1187,"('Tomato Sauce', 'Paper Towels')",6.0
1188,"('Tomato Sauce', 'Napkins')",8.0
1189,"('Tomato Sauce', 'Solo Cups')",10.0
1190,"('Tomato Sauce', 'Trash Bags')",13.0
1191,"('Tomato Sauce', 'Dish Soap')",6.0
1192,"('Tomato Sauce', 'Detergent')",6.5
1193,"('Tomato Sauce', 'Broom')",8.0
1194,"('Tomato Sauce', 'Dog Treats')",11.0
1195,"('Tomato Sauce', 'Air Freshner')",12.0
1196,"('Tomato Sauce', 'Oreos')",14.0
1197,"('Tomato Sauce', 'Popcorn')",11.0
1198,"('Tomato Sauce', 'Gatorade (12)')",9.0
1199,"('Tomato Sauce', 'Redbull (4)')",8.5
1200,"('Tomato Sauce', 'Ritz')",7.0
1201,"('Tomato Sauce', 'Coca Cola (12)')",8.0
1202,"('Tomato Sauce', 'LaCroix (12)')",9.0
1203,"('Tomato Sauce', 'Pepsi (12)')",8.5
1204,"('Tomato Sauce', 'Seltzer (6)')",15.0
1205,"('Tomato Sauce', 'Bottled Water (24)')",15.5
1206,"('Tomato Sauce', 'Milk Gallon')",9.0
1207,"('Tomato Sauce', 'Butter Sticks')",12.0
1208,"('Tomato Sauce', 'Cookie Dough')",12.5
1209,"('Tomato Sauce', 'Chobani (4)')",14.0
1210,"('Tomato Sauce', 'Eggs (12)')",17.0
1211,"('Tomato Sauce', 'Waffles')",17.0
1212,"('Tomato Sauce', 'Taquitos')",13.0
1213,"('Tomato Sauce', ""Breyer's Ice Cream"")",12.0
1214,"('Tomato Sauce', 'Lasagna')",14.0
1215,"('Tomato Sauce', 'Bagel Bites')",15.0
1216,"('Tomato Sauce', 'Pizza (12"")')",18.0
1217,"('Tomato Sauce', 'End Node')",4.5
1218,"('Ibuprofen', 'Start Node')",6.0
1219,"('Ibuprofen', 'Coffee Beans')",7.5
1220,"('Ibuprofen', 'K-Cups')",9.5
1221,"('Ibuprofen', 'Capt. Crunch')",12.5
1222,"('Ibuprofen', 'Chewy Bars')",15.0
1223,"('Ibuprofen', 'Granola')",14.0
1224,"('Ibuprofen', ""Hershey's"")",13.5
1225,"('Ibuprofen', 'Flour')",11.5
1226,"('Ibuprofen', 'Syrup')",10.5
1227,"('Ibuprofen', 'Brownie Mix')",7.5
1228,"('Ibuprofen', 'Seasoning')",6.0
1229,"('Ibuprofen', 'Soup')",6.5
1230,"('Ibuprofen', 'Mac & Cheese')",8.5
1231,"('Ibuprofen', 'Ketchup')",11.5
1232,"('Ibuprofen', 'Pickles')",12.0
1233,"('Ibuprofen', 'Italian Dressing')",12.5
1234,"('Ibuprofen', 'Soy Sauce')",11.5
1235,"('Ibuprofen', 'Penne')",12.0
1236,"('Ibuprofen', 'CapriSun')",11.5
1237,"('Ibuprofen', 'Tortillas')",7.5
1238,"('Ibuprofen', 'Tomato Sauce')",4.5
1239,"('Ibuprofen', 'Ibuprofen')",0.0
1240,"('Ibuprofen', 'Diapers')",1.5
1241,"('Ibuprofen', 'Tootpaste')",7.5
1242,"('Ibuprofen', 'Tampons')",6.5
1243,"('Ibuprofen', 'Shampoo')",8.0
1244,"('Ibuprofen', 'Toilet Paper')",4.5
1245,"('Ibuprofen', 'Paper Towels')",5.5
1246,"('Ibuprofen', 'Napkins')",7.5
1247,"('Ibuprofen', 'Solo Cups')",9.5
1248,"('Ibuprofen', 'Trash Bags')",11.5
1249,"('Ibuprofen', 'Dish Soap')",5.5
1250,"('Ibuprofen', 'Detergent')",6.0
1251,"('Ibuprofen', 'Broom')",7.5
1252,"('Ibuprofen', 'Dog Treats')",10.5
1253,"('Ibuprofen', 'Air Freshner')",11.5
1254,"('Ibuprofen', 'Oreos')",13.5
1255,"('Ibuprofen', 'Popcorn')",10.5
1256,"('Ibuprofen', 'Gatorade (12)')",8.5
1257,"('Ibuprofen', 'Redbull (4)')",8.0
1258,"('Ibuprofen', 'Ritz')",6.5
1259,"('Ibuprofen', 'Coca Cola (12)')",7.5
1260,"('Ibuprofen', 'LaCroix (12)')",8.5
1261,"('Ibuprofen', 'Pepsi (12)')",8.0
1262,"('Ibuprofen', 'Seltzer (6)')",14.5
1263,"('Ibuprofen', 'Bottled Water (24)')",14.0
1264,"('Ibuprofen', 'Milk Gallon')",8.5
1265,"('Ibuprofen', 'Butter Sticks')",11.5
1266,"('Ibuprofen', 'Cookie Dough')",12.0
1267,"('Ibuprofen', 'Chobani (4)')",13.5
1268,"('Ibuprofen', 'Eggs (12)')",15.5
1269,"('Ibuprofen', 'Waffles')",16.5
1270,"('Ibuprofen', 'Taquitos')",12.5
1271,"('Ibuprofen', ""Breyer's Ice Cream"")",11.5
1272,"('Ibuprofen', 'Lasagna')",13.5
1273,"('Ibuprofen', 'Bagel Bites')",14.5
1274,"('Ibuprofen', 'Pizza (12"")')",16.5
1275,"('Ibuprofen', 'End Node')",6.0
1276,"('Diapers', 'Start Node')",7.5
1277,"('Diapers', 'Coffee Beans')",9.0
1278,"('Diapers', 'K-Cups')",11.0
1279,"('Diapers', 'Capt. Crunch')",14.0
1280,"('Diapers', 'Chewy Bars')",13.5
1281,"('Diapers', 'Granola')",12.5
1282,"('Diapers', ""Hershey's"")",13.0
1283,"('Diapers', 'Flour')",13.0
1284,"('Diapers', 'Syrup')",12.0
1285,"('Diapers', 'Brownie Mix')",9.0
1286,"('Diapers', 'Seasoning')",7.5
1287,"('Diapers', 'Soup')",8.0
1288,"('Diapers', 'Mac & Cheese')",10.0
1289,"('Diapers', 'Ketchup')",13.0
1290,"('Diapers', 'Pickles')",12.5
1291,"('Diapers', 'Italian Dressing')",12.0
1292,"('Diapers', 'Soy Sauce')",10.0
1293,"('Diapers', 'Penne')",10.5
1294,"('Diapers', 'CapriSun')",11.0
1295,"('Diapers', 'Tortillas')",9.0
1296,"('Diapers', 'Tomato Sauce')",6.0
1297,"('Diapers', 'Ibuprofen')",1.5
1298,"('Diapers', 'Diapers')",0.0
1299,"('Diapers', 'Tootpaste')",6.0
1300,"('Diapers', 'Tampons')",5.0
1301,"('Diapers', 'Shampoo')",6.5
1302,"('Diapers', 'Toilet Paper')",6.0
1303,"('Diapers', 'Paper Towels')",7.0
1304,"('Diapers', 'Napkins')",9.0
1305,"('Diapers', 'Solo Cups')",11.0
1306,"('Diapers', 'Trash Bags')",10.0
1307,"('Diapers', 'Dish Soap')",7.0
1308,"('Diapers', 'Detergent')",7.5
1309,"('Diapers', 'Broom')",9.0
1310,"('Diapers', 'Dog Treats')",12.0
1311,"('Diapers', 'Air Freshner')",13.0
1312,"('Diapers', 'Oreos')",13.0
1313,"('Diapers', 'Popcorn')",12.0
1314,"('Diapers', 'Gatorade (12)')",10.0
1315,"('Diapers', 'Redbull (4)')",9.5
1316,"('Diapers', 'Ritz')",8.0
1317,"('Diapers', 'Coca Cola (12)')",9.0
1318,"('Diapers', 'LaCroix (12)')",10.0
1319,"('Diapers', 'Pepsi (12)')",9.5
1320,"('Diapers', 'Seltzer (6)')",14.0
1321,"('Diapers', 'Bottled Water (24)')",12.5
1322,"('Diapers', 'Milk Gallon')",10.0
1323,"('Diapers', 'Butter Sticks')",13.0
1324,"('Diapers', 'Cookie Dough')",13.5
1325,"('Diapers', 'Chobani (4)')",15.0
1326,"('Diapers', 'Eggs (12)')",14.0
1327,"('Diapers', 'Waffles')",16.0
1328,"('Diapers', 'Taquitos')",14.0
1329,"('Diapers', ""Breyer's Ice Cream"")",13.0
1330,"('Diapers', 'Lasagna')",15.0
1331,"('Diapers', 'Bagel Bites')",16.0
1332,"('Diapers', 'Pizza (12"")')",15.0
1333,"('Diapers', 'End Node')",7.5
1334,"('Tootpaste', 'Start Node')",13.5
1335,"('Tootpaste', 'Coffee Beans')",15.0
1336,"('Tootpaste', 'K-Cups')",13.0
1337,"('Tootpaste', 'Capt. Crunch')",10.0
1338,"('Tootpaste', 'Chewy Bars')",7.5
1339,"('Tootpaste', 'Granola')",6.5
1340,"('Tootpaste', ""Hershey's"")",7.0
1341,"('Tootpaste', 'Flour')",9.0
1342,"('Tootpaste', 'Syrup')",10.0
1343,"('Tootpaste', 'Brownie Mix')",13.0
1344,"('Tootpaste', 'Seasoning')",13.5
1345,"('Tootpaste', 'Soup')",12.0
1346,"('Tootpaste', 'Mac & Cheese')",10.0
1347,"('Tootpaste', 'Ketchup')",7.0
1348,"('Tootpaste', 'Pickles')",6.5
1349,"('Tootpaste', 'Italian Dressing')",6.0
1350,"('Tootpaste', 'Soy Sauce')",4.0
1351,"('Tootpaste', 'Penne')",4.5
1352,"('Tootpaste', 'CapriSun')",5.0
1353,"('Tootpaste', 'Tortillas')",9.0
1354,"('Tootpaste', 'Tomato Sauce')",12.0
1355,"('Tootpaste', 'Ibuprofen')",7.5
1356,"('Tootpaste', 'Diapers')",6.0
1357,"('Tootpaste', 'Tootpaste')",0.0
1358,"('Tootpaste', 'Tampons')",1.0
1359,"('Tootpaste', 'Shampoo')",0.5
1360,"('Tootpaste', 'Toilet Paper')",12.0
1361,"('Tootpaste', 'Paper Towels')",11.0
1362,"('Tootpaste', 'Napkins')",9.0
1363,"('Tootpaste', 'Solo Cups')",7.0
1364,"('Tootpaste', 'Trash Bags')",4.0
1365,"('Tootpaste', 'Dish Soap')",13.0
1366,"('Tootpaste', 'Detergent')",12.5
1367,"('Tootpaste', 'Broom')",11.0
1368,"('Tootpaste', 'Dog Treats')",8.0
1369,"('Tootpaste', 'Air Freshner')",7.0
1370,"('Tootpaste', 'Oreos')",7.0
1371,"('Tootpaste', 'Popcorn')",10.0
1372,"('Tootpaste', 'Gatorade (12)')",12.0
1373,"('Tootpaste', 'Redbull (4)')",12.5
1374,"('Tootpaste', 'Ritz')",14.0
1375,"('Tootpaste', 'Coca Cola (12)')",15.0
1376,"('Tootpaste', 'LaCroix (12)')",14.0
1377,"('Tootpaste', 'Pepsi (12)')",14.5
1378,"('Tootpaste', 'Seltzer (6)')",8.0
1379,"('Tootpaste', 'Bottled Water (24)')",6.5
1380,"('Tootpaste', 'Milk Gallon')",16.0
1381,"('Tootpaste', 'Butter Sticks')",13.0
1382,"('Tootpaste', 'Cookie Dough')",12.5
1383,"('Tootpaste', 'Chobani (4)')",11.0
1384,"('Tootpaste', 'Eggs (12)')",8.0
1385,"('Tootpaste', 'Waffles')",10.0
1386,"('Tootpaste', 'Taquitos')",14.0
1387,"('Tootpaste', ""Breyer's Ice Cream"")",15.0
1388,"('Tootpaste', 'Lasagna')",13.0
1389,"('Tootpaste', 'Bagel Bites')",12.0
1390,"('Tootpaste', 'Pizza (12"")')",9.0
1391,"('Tootpaste', 'End Node')",13.5
1392,"('Tampons', 'Start Node')",12.5
1393,"('Tampons', 'Coffee Beans')",14.0
1394,"('Tampons', 'K-Cups')",14.0
1395,"('Tampons', 'Capt. Crunch')",11.0
1396,"('Tampons', 'Chewy Bars')",8.5
1397,"('Tampons', 'Granola')",7.5
1398,"('Tampons', ""Hershey's"")",8.0
1399,"('Tampons', 'Flour')",10.0
1400,"('Tampons', 'Syrup')",11.0
1401,"('Tampons', 'Brownie Mix')",14.0
1402,"('Tampons', 'Seasoning')",12.5
1403,"('Tampons', 'Soup')",13.0
1404,"('Tampons', 'Mac & Cheese')",11.0
1405,"('Tampons', 'Ketchup')",8.0
1406,"('Tampons', 'Pickles')",7.5
1407,"('Tampons', 'Italian Dressing')",7.0
1408,"('Tampons', 'Soy Sauce')",5.0
1409,"('Tampons', 'Penne')",5.5
1410,"('Tampons', 'CapriSun')",6.0
1411,"('Tampons', 'Tortillas')",10.0
1412,"('Tampons', 'Tomato Sauce')",11.0
1413,"('Tampons', 'Ibuprofen')",6.5
1414,"('Tampons', 'Diapers')",5.0
1415,"('Tampons', 'Tootpaste')",1.0
1416,"('Tampons', 'Tampons')",0.0
1417,"('Tampons', 'Shampoo')",1.5
1418,"('Tampons', 'Toilet Paper')",11.0
1419,"('Tampons', 'Paper Towels')",12.0
1420,"('Tampons', 'Napkins')",10.0
1421,"('Tampons', 'Solo Cups')",8.0
1422,"('Tampons', 'Trash Bags')",5.0
1423,"('Tampons', 'Dish Soap')",12.0
1424,"('Tampons', 'Detergent')",12.5
1425,"('Tampons', 'Broom')",12.0
1426,"('Tampons', 'Dog Treats')",9.0
1427,"('Tampons', 'Air Freshner')",8.0
1428,"('Tampons', 'Oreos')",8.0
1429,"('Tampons', 'Popcorn')",11.0
1430,"('Tampons', 'Gatorade (12)')",13.0
1431,"('Tampons', 'Redbull (4)')",13.5
1432,"('Tampons', 'Ritz')",13.0
1433,"('Tampons', 'Coca Cola (12)')",14.0
1434,"('Tampons', 'LaCroix (12)')",15.0
1435,"('Tampons', 'Pepsi (12)')",14.5
1436,"('Tampons', 'Seltzer (6)')",9.0
1437,"('Tampons', 'Bottled Water (24)')",7.5
1438,"('Tampons', 'Milk Gallon')",15.0
1439,"('Tampons', 'Butter Sticks')",14.0
1440,"('Tampons', 'Cookie Dough')",13.5
1441,"('Tampons', 'Chobani (4)')",12.0
1442,"('Tampons', 'Eggs (12)')",9.0
1443,"('Tampons', 'Waffles')",11.0
1444,"('Tampons', 'Taquitos')",15.0
1445,"('Tampons', ""Breyer's Ice Cream"")",16.0
1446,"('Tampons', 'Lasagna')",14.0
1447,"('Tampons', 'Bagel Bites')",13.0
1448,"('Tampons', 'Pizza (12"")')",10.0
1449,"('Tampons', 'End Node')",12.5
1450,"('Shampoo', 'Start Node')",14.0
1451,"('Shampoo', 'Coffee Beans')",14.5
1452,"('Shampoo', 'K-Cups')",12.5
1453,"('Shampoo', 'Capt. Crunch')",9.5
1454,"('Shampoo', 'Chewy Bars')",7.0
1455,"('Shampoo', 'Granola')",6.0
1456,"('Shampoo', ""Hershey's"")",6.5
1457,"('Shampoo', 'Flour')",8.5
1458,"('Shampoo', 'Syrup')",9.5
1459,"('Shampoo', 'Brownie Mix')",12.5
1460,"('Shampoo', 'Seasoning')",14.0
1461,"('Shampoo', 'Soup')",11.5
1462,"('Shampoo', 'Mac & Cheese')",9.5
1463,"('Shampoo', 'Ketchup')",6.5
1464,"('Shampoo', 'Pickles')",6.0
1465,"('Shampoo', 'Italian Dressing')",5.5
1466,"('Shampoo', 'Soy Sauce')",3.5
1467,"('Shampoo', 'Penne')",4.0
1468,"('Shampoo', 'CapriSun')",4.5
1469,"('Shampoo', 'Tortillas')",8.5
1470,"('Shampoo', 'Tomato Sauce')",11.5
1471,"('Shampoo', 'Ibuprofen')",8.0
1472,"('Shampoo', 'Diapers')",6.5
1473,"('Shampoo', 'Tootpaste')",0.5
1474,"('Shampoo', 'Tampons')",1.5
1475,"('Shampoo', 'Shampoo')",0.0
1476,"('Shampoo', 'Toilet Paper')",11.5
1477,"('Shampoo', 'Paper Towels')",10.5
1478,"('Shampoo', 'Napkins')",8.5
1479,"('Shampoo', 'Solo Cups')",6.5
1480,"('Shampoo', 'Trash Bags')",3.5
1481,"('Shampoo', 'Dish Soap')",12.5
1482,"('Shampoo', 'Detergent')",12.0
1483,"('Shampoo', 'Broom')",10.5
1484,"('Shampoo', 'Dog Treats')",7.5
1485,"('Shampoo', 'Air Freshner')",6.5
1486,"('Shampoo', 'Oreos')",6.5
1487,"('Shampoo', 'Popcorn')",9.5
1488,"('Shampoo', 'Gatorade (12)')",11.5
1489,"('Shampoo', 'Redbull (4)')",12.0
1490,"('Shampoo', 'Ritz')",13.5
1491,"('Shampoo', 'Coca Cola (12)')",14.5
1492,"('Shampoo', 'LaCroix (12)')",13.5
1493,"('Shampoo', 'Pepsi (12)')",14.0
1494,"('Shampoo', 'Seltzer (6)')",7.5
1495,"('Shampoo', 'Bottled Water (24)')",6.0
1496,"('Shampoo', 'Milk Gallon')",15.5
1497,"('Shampoo', 'Butter Sticks')",12.5
1498,"('Shampoo', 'Cookie Dough')",12.0
1499,"('Shampoo', 'Chobani (4)')",10.5
1500,"('Shampoo', 'Eggs (12)')",7.5
1501,"('Shampoo', 'Waffles')",9.5
1502,"('Shampoo', 'Taquitos')",13.5
1503,"('Shampoo', ""Breyer's Ice Cream"")",14.5
1504,"('Shampoo', 'Lasagna')",12.5
1505,"('Shampoo', 'Bagel Bites')",11.5
1506,"('Shampoo', 'Pizza (12"")')",8.5
1507,"('Shampoo', 'End Node')",14.0
1508,"('Toilet Paper', 'Start Node')",6.5
1509,"('Toilet Paper', 'Coffee Beans')",8.0
1510,"('Toilet Paper', 'K-Cups')",10.0
1511,"('Toilet Paper', 'Capt. Crunch')",13.0
1512,"('Toilet Paper', 'Chewy Bars')",15.5
1513,"('Toilet Paper', 'Granola')",15.5
1514,"('Toilet Paper', ""Hershey's"")",14.0
1515,"('Toilet Paper', 'Flour')",12.0
1516,"('Toilet Paper', 'Syrup')",11.0
1517,"('Toilet Paper', 'Brownie Mix')",8.0
1518,"('Toilet Paper', 'Seasoning')",6.5
1519,"('Toilet Paper', 'Soup')",7.0
1520,"('Toilet Paper', 'Mac & Cheese')",9.0
1521,"('Toilet Paper', 'Ketchup')",12.0
1522,"('Toilet Paper', 'Pickles')",12.5
1523,"('Toilet Paper', 'Italian Dressing')",13.0
1524,"('Toilet Paper', 'Soy Sauce')",13.0
1525,"('Toilet Paper', 'Penne')",12.5
1526,"('Toilet Paper', 'CapriSun')",12.0
1527,"('Toilet Paper', 'Tortillas')",8.0
1528,"('Toilet Paper', 'Tomato Sauce')",5.0
1529,"('Toilet Paper', 'Ibuprofen')",4.5
1530,"('Toilet Paper', 'Diapers')",6.0
1531,"('Toilet Paper', 'Tootpaste')",12.0
1532,"('Toilet Paper', 'Tampons')",11.0
1533,"('Toilet Paper', 'Shampoo')",11.5
1534,"('Toilet Paper', 'Toilet Paper')",0.0
1535,"('Toilet Paper', 'Paper Towels')",1.0
1536,"('Toilet Paper', 'Napkins')",3.0
1537,"('Toilet Paper', 'Solo Cups')",5.0
1538,"('Toilet Paper', 'Trash Bags')",8.0
1539,"('Toilet Paper', 'Dish Soap')",4.0
1540,"('Toilet Paper', 'Detergent')",4.5
1541,"('Toilet Paper', 'Broom')",6.0
1542,"('Toilet Paper', 'Dog Treats')",9.0
1543,"('Toilet Paper', 'Air Freshner')",10.0
1544,"('Toilet Paper', 'Oreos')",12.0
1545,"('Toilet Paper', 'Popcorn')",9.0
1546,"('Toilet Paper', 'Gatorade (12)')",7.0
1547,"('Toilet Paper', 'Redbull (4)')",6.5
1548,"('Toilet Paper', 'Ritz')",5.0
1549,"('Toilet Paper', 'Coca Cola (12)')",6.0
1550,"('Toilet Paper', 'LaCroix (12)')",7.0
1551,"('Toilet Paper', 'Pepsi (12)')",6.5
1552,"('Toilet Paper', 'Seltzer (6)')",13.0
1553,"('Toilet Paper', 'Bottled Water (24)')",13.5
1554,"('Toilet Paper', 'Milk Gallon')",7.0
1555,"('Toilet Paper', 'Butter Sticks')",10.0
1556,"('Toilet Paper', 'Cookie Dough')",10.5
1557,"('Toilet Paper', 'Chobani (4)')",12.0
1558,"('Toilet Paper', 'Eggs (12)')",15.0
1559,"('Toilet Paper', 'Waffles')",15.0
1560,"('Toilet Paper', 'Taquitos')",11.0
1561,"('Toilet Paper', ""Breyer's Ice Cream"")",10.0
1562,"('Toilet Paper', 'Lasagna')",12.0
1563,"('Toilet Paper', 'Bagel Bites')",13.0
1564,"('Toilet Paper', 'Pizza (12"")')",16.0
1565,"('Toilet Paper', 'End Node')",6.5
1566,"('Paper Towels', 'Start Node')",7.5
1567,"('Paper Towels', 'Coffee Beans')",9.0
1568,"('Paper Towels', 'K-Cups')",11.0
1569,"('Paper Towels', 'Capt. Crunch')",14.0
1570,"('Paper Towels', 'Chewy Bars')",15.5
1571,"('Paper Towels', 'Granola')",14.5
1572,"('Paper Towels', ""Hershey's"")",15.0
1573,"('Paper Towels', 'Flour')",13.0
1574,"('Paper Towels', 'Syrup')",12.0
1575,"('Paper Towels', 'Brownie Mix')",9.0
1576,"('Paper Towels', 'Seasoning')",7.5
1577,"('Paper Towels', 'Soup')",8.0
1578,"('Paper Towels', 'Mac & Cheese')",10.0
1579,"('Paper Towels', 'Ketchup')",13.0
1580,"('Paper Towels', 'Pickles')",13.5
1581,"('Paper Towels', 'Italian Dressing')",14.0
1582,"('Paper Towels', 'Soy Sauce')",12.0
1583,"('Paper Towels', 'Penne')",12.5
1584,"('Paper Towels', 'CapriSun')",13.0
1585,"('Paper Towels', 'Tortillas')",9.0
1586,"('Paper Towels', 'Tomato Sauce')",6.0
1587,"('Paper Towels', 'Ibuprofen')",5.5
1588,"('Paper Towels', 'Diapers')",7.0
1589,"('Paper Towels', 'Tootpaste')",11.0
1590,"('Paper Towels', 'Tampons')",12.0
1591,"('Paper Towels', 'Shampoo')",10.5
1592,"('Paper Towels', 'Toilet Paper')",1.0
1593,"('Paper Towels', 'Paper Towels')",0.0
1594,"('Paper Towels', 'Napkins')",2.0
1595,"('Paper Towels', 'Solo Cups')",4.0
1596,"('Paper Towels', 'Trash Bags')",7.0
1597,"('Paper Towels', 'Dish Soap')",5.0
1598,"('Paper Towels', 'Detergent')",5.5
1599,"('Paper Towels', 'Broom')",7.0
1600,"('Paper Towels', 'Dog Treats')",10.0
1601,"('Paper Towels', 'Air Freshner')",11.0
1602,"('Paper Towels', 'Oreos')",13.0
1603,"('Paper Towels', 'Popcorn')",10.0
1604,"('Paper Towels', 'Gatorade (12)')",8.0
1605,"('Paper Towels', 'Redbull (4)')",7.5
1606,"('Paper Towels', 'Ritz')",6.0
1607,"('Paper Towels', 'Coca Cola (12)')",7.0
1608,"('Paper Towels', 'LaCroix (12)')",8.0
1609,"('Paper Towels', 'Pepsi (12)')",7.5
1610,"('Paper Towels', 'Seltzer (6)')",14.0
1611,"('Paper Towels', 'Bottled Water (24)')",12.5
1612,"('Paper Towels', 'Milk Gallon')",8.0
1613,"('Paper Towels', 'Butter Sticks')",11.0
1614,"('Paper Towels', 'Cookie Dough')",11.5
1615,"('Paper Towels', 'Chobani (4)')",13.0
1616,"('Paper Towels', 'Eggs (12)')",14.0
1617,"('Paper Towels', 'Waffles')",16.0
1618,"('Paper Towels', 'Taquitos')",12.0
1619,"('Paper Towels', ""Breyer's Ice Cream"")",11.0
1620,"('Paper Towels', 'Lasagna')",13.0
1621,"('Paper Towels', 'Bagel Bites')",14.0
1622,"('Paper Towels', 'Pizza (12"")')",15.0
1623,"('Paper Towels', 'End Node')",7.5
1624,"('Napkins', 'Start Node')",9.5
1625,"('Napkins', 'Coffee Beans')",11.0
1626,"('Napkins', 'K-Cups')",13.0
1627,"('Napkins', 'Capt. Crunch')",16.0
1628,"('Napkins', 'Chewy Bars')",13.5
1629,"('Napkins', 'Granola')",12.5
1630,"('Napkins', ""Hershey's"")",13.0
1631,"('Napkins', 'Flour')",15.0
1632,"('Napkins', 'Syrup')",14.0
1633,"('Napkins', 'Brownie Mix')",11.0
1634,"('Napkins', 'Seasoning')",9.5
1635,"('Napkins', 'Soup')",10.0
1636,"('Napkins', 'Mac & Cheese')",12.0
1637,"('Napkins', 'Ketchup')",13.0
1638,"('Napkins', 'Pickles')",12.5
1639,"('Napkins', 'Italian Dressing')",12.0
1640,"('Napkins', 'Soy Sauce')",10.0
1641,"('Napkins', 'Penne')",10.5
1642,"('Napkins', 'CapriSun')",11.0
1643,"('Napkins', 'Tortillas')",11.0
1644,"('Napkins', 'Tomato Sauce')",8.0
1645,"('Napkins', 'Ibuprofen')",7.5
1646,"('Napkins', 'Diapers')",9.0
1647,"('Napkins', 'Tootpaste')",9.0
1648,"('Napkins', 'Tampons')",10.0
1649,"('Napkins', 'Shampoo')",8.5
1650,"('Napkins', 'Toilet Paper')",3.0
1651,"('Napkins', 'Paper Towels')",2.0
1652,"('Napkins', 'Napkins')",0.0
1653,"('Napkins', 'Solo Cups')",2.0
1654,"('Napkins', 'Trash Bags')",5.0
1655,"('Napkins', 'Dish Soap')",7.0
1656,"('Napkins', 'Detergent')",7.5
1657,"('Napkins', 'Broom')",9.0
1658,"('Napkins', 'Dog Treats')",12.0
1659,"('Napkins', 'Air Freshner')",11.0
1660,"('Napkins', 'Oreos')",11.0
1661,"('Napkins', 'Popcorn')",12.0
1662,"('Napkins', 'Gatorade (12)')",10.0
1663,"('Napkins', 'Redbull (4)')",9.5
1664,"('Napkins', 'Ritz')",8.0
1665,"('Napkins', 'Coca Cola (12)')",9.0
1666,"('Napkins', 'LaCroix (12)')",10.0
1667,"('Napkins', 'Pepsi (12)')",9.5
1668,"('Napkins', 'Seltzer (6)')",12.0
1669,"('Napkins', 'Bottled Water (24)')",10.5
1670,"('Napkins', 'Milk Gallon')",10.0
1671,"('Napkins', 'Butter Sticks')",13.0
1672,"('Napkins', 'Cookie Dough')",13.5
1673,"('Napkins', 'Chobani (4)')",15.0
1674,"('Napkins', 'Eggs (12)')",12.0
1675,"('Napkins', 'Waffles')",14.0
1676,"('Napkins', 'Taquitos')",14.0
1677,"('Napkins', ""Breyer's Ice Cream"")",13.0
1678,"('Napkins', 'Lasagna')",15.0
1679,"('Napkins', 'Bagel Bites')",16.0
1680,"('Napkins', 'Pizza (12"")')",13.0
1681,"('Napkins', 'End Node')",9.5
1682,"('Solo Cups', 'Start Node')",11.5
1683,"('Solo Cups', 'Coffee Beans')",13.0
1684,"('Solo Cups', 'K-Cups')",15.0
1685,"('Solo Cups', 'Capt. Crunch')",14.0
1686,"('Solo Cups', 'Chewy Bars')",11.5
1687,"('Solo Cups', 'Granola')",10.5
1688,"('Solo Cups', ""Hershey's"")",11.0
1689,"('Solo Cups', 'Flour')",13.0
1690,"('Solo Cups', 'Syrup')",14.0
1691,"('Solo Cups', 'Brownie Mix')",13.0
